name,type,start_time,duration,"mosi","miso"
"SPI","enable",0.027224312,0.000000063,,
"SPI","result",0.028213875,0.000007562,0x10,0x00
"SPI","result",0.028676812,0.000007563,0x00,0x24
"SPI","disable",0.029545625,0.000000063,,
"SPI","enable",0.030133125,0.000000063,,
"SPI","result",0.030291625,0.000007562,0x01,0x00
"SPI","result",0.030462188,0.000007562,0x00,0x04
"SPI","disable",0.031471875,0.000000062,,
"SPI","enable",0.031854625,0.000000062,,
"SPI","result",0.031931875,0.0000075,0x81,0x00
"SPI","result",0.032077438,0.000007562,0x04,0x04
"SPI","disable",0.032285,0.000000063,,
"SPI","enable",0.03256,0.000000063,,
"SPI","result",0.032634063,0.000007562,0x27,0x00
"SPI","result",0.032798063,0.000007562,0x00,0x80
"SPI","disable",0.033446688,0.000000063,,
"SPI","enable",0.033738125,0.000000063,,
"SPI","result",0.033810375,0.000007563,0x3C,0x00
"SPI","result",0.03396175,0.000007562,0x00,0x0F
"SPI","disable",0.034446875,0.000000062,,
"SPI","enable",0.034483813,0.000000062,,
"SPI","result",0.034579313,0.000007563,0xBC,0x00
"SPI","result",0.034732,0.000007563,0x8F,0x0F
"SPI","disable",0.03484875,0.000000063,,
"SPI","enable",0.035078562,0.000000063,,
"SPI","result",0.035149875,0.000007563,0x6F,0x00
"SPI","result",0.035295625,0.000007562,0x00,0x00
"SPI","disable",0.0354715,0.000000063,,
"SPI","enable",0.035508625,0.000000063,,
"SPI","result",0.035606313,0.000007562,0xEF,0x00
"SPI","result",0.035745938,0.000007562,0x30,0x00
"SPI","disable",0.035859875,0.000000063,,
"SPI","enable",0.036048,0.000000063,,
"SPI","result",0.036116563,0.000007562,0x5A,0x00
"SPI","result",0.036269875,0.000007562,0x00,0x55
"SPI","disable",0.036435375,0.000000063,,
"SPI","enable",0.03648575,0.000000062,,
"SPI","result",0.03657725,0.000007562,0xDA,0x00
"SPI","result",0.036715438,0.000007562,0x55,0x55
"SPI","disable",0.036836563,0.000000062,,
"SPI","enable",0.037009,0.000000063,,
"SPI","result",0.037081,0.000007563,0x5C,0x00
"SPI","result",0.037226187,0.000007563,0x00,0x70
"SPI","disable",0.037435187,0.000000063,,
"SPI","enable",0.037475875,0.000000063,,
"SPI","result",0.03757175,0.000007562,0xDC,0x00
"SPI","result",0.037713,0.000007562,0x70,0x70
"SPI","disable",0.037836688,0.000000062,,
"SPI","enable",0.038086687,0.000000063,,
"SPI","result",0.038155188,0.000007562,0xAF,0x00
"SPI","result",0.038370563,0.000007562,0x2D,0x00
"SPI","result",0.038378563,0.000007562,0xD4,0x00
"SPI","disable",0.0385785,0.000000063,,
"SPI","enable",0.038714313,0.000000063,,
"SPI","result",0.038781312,0.000007563,0x2E,0x00
"SPI","result",0.038935438,0.000007562,0x00,0x98
"SPI","disable",0.039427125,0.000000062,,
"SPI","enable",0.039627625,0.000000063,,
"SPI","result",0.039703875,0.000007562,0xAE,0x00
"SPI","result",0.039845,0.000007562,0x88,0x98
"SPI","disable",0.039970313,0.000000063,,
"SPI","enable",0.040598625,0.000000063,,
"SPI","result",0.040665938,0.0000075,0x82,0x00
"SPI","result",0.040821438,0.0000075,0x01,0x00
"SPI","result",0.040829438,0.000007562,0x00,0x1A
"SPI","result",0.040837438,0.000007562,0x80,0x0B
"SPI","result",0.0408455,0.000007562,0x10,0x00
"SPI","result",0.0408535,0.000007562,0x00,0x52
"SPI","disable",0.040940125,0.000000063,,
"SPI","enable",0.040988312,0.000000063,,
"SPI","result",0.041124313,0.000007562,0x99,0x00
"SPI","result",0.04127675,0.000007562,0xE0,0x86
"SPI","result",0.04128475,0.000007562,0xE0,0x8A
"SPI","disable",0.041471812,0.000000063,,
"SPI","enable",0.041701688,0.000000062,,
"SPI","result",0.0419495,0.000007562,0xB7,0x00
"SPI","result",0.04207275,0.000007562,0xD0,0x10
"SPI","disable",0.042261188,0.000000063,,
"SPI","enable",0.04247025,0.000000062,,
"SPI","result",0.042549375,0.0000075,0xAC,0x00
"SPI","result",0.042702313,0.000007562,0x00,0x00
"SPI","disable",0.042902562,0.000000063,,
"SPI","enable",0.043100562,0.000000063,,
"SPI","result",0.043179125,0.000007562,0xAD,0x00
"SPI","result",0.043318938,0.000007562,0x04,0x03
"SPI","disable",0.043438875,0.000000063,,
"SPI","enable",0.043731938,0.000000062,,
"SPI","result",0.043802375,0.0000075,0x87,0x00
"SPI","result",0.0439555,0.000007563,0x6C,0xE4
"SPI","disable",0.044070125,0.000000063,,
"SPI","enable",0.044240063,0.000000063,,
"SPI","result",0.044309125,0.000007562,0x88,0x00
"SPI","result",0.044463938,0.000007562,0x80,0xC0
"SPI","disable",0.04458,0.000000063,,
"SPI","enable",0.044724625,0.000000063,,
"SPI","result",0.04480425,0.000007562,0x89,0x00
"SPI","result",0.044941875,0.000007562,0x00,0x00
"SPI","disable",0.045062875,0.000000063,,
"SPI","enable",0.045316375,0.000000063,,
"SPI","result",0.04539725,0.000007562,0x3D,0x00
"SPI","result",0.04555025,0.000007563,0x00,0x02
"SPI","disable",0.046439063,0.000000063,,
"SPI","enable",0.046481375,0.000000063,,
"SPI","result",0.046575062,0.0000075,0xBD,0x00
"SPI","result",0.046716,0.000007562,0x02,0x02
"SPI","disable",0.0468305,0.000000062,,
"SPI","enable",0.047218125,0.000000063,,
"SPI","result",0.047292438,0.0000075,0x11,0x00
"SPI","result",0.047446187,0.0000075,0x00,0x9F
"SPI","disable",0.048457063,0.000000062,,
"SPI","enable",0.048588875,0.000000063,,
"SPI","result",0.048670625,0.000007562,0x91,0x00
"SPI","result",0.048813437,0.000007563,0x9F,0x9F
"SPI","disable",0.048922812,0.000000063,,
"SPI","enable",0.048979187,0.000000063,,
"SPI","result",0.049056875,0.000007563,0x87,0x00
"SPI","result",0.049213875,0.000007563,0xE4,0x6C
"SPI","disable",0.04932875,0.000000063,,
"SPI","enable",0.049372813,0.000000063,,
"SPI","result",0.049456812,0.000007563,0x88,0x00
"SPI","result",0.049612125,0.000007563,0xC0,0x80
"SPI","disable",0.049728188,0.000000063,,
"SPI","enable",0.049784875,0.000000063,,
"SPI","result",0.049865,0.000007563,0x89,0x00
"SPI","result",0.050011563,0.000007562,0x00,0x00
"SPI","disable",0.050134625,0.000000063,,
"SPI","enable",0.050175437,0.000000063,,
"SPI","result",0.050257062,0.000007562,0x11,0x00
"SPI","result",0.05040625,0.000007562,0x00,0x9F
"SPI","disable",0.051433875,0.000000063,,
"SPI","enable",0.05149475,0.000000062,,
"SPI","result",0.05157425,0.000007562,0x91,0x00
"SPI","result",0.051722687,0.000007562,0x9C,0x9F
"SPI","disable",0.051854375,0.000000062,,
"SPI","enable",0.052588687,0.000000063,,
"SPI","result",0.05266275,0.0000075,0x25,0x00
"SPI","result",0.05281125,0.000007563,0x00,0x00
"SPI","disable",0.053438813,0.000000063,,
"SPI","enable",0.053478875,0.000000063,,
"SPI","result",0.053562625,0.000007562,0xA5,0x00
"SPI","result",0.0537145,0.000007562,0x40,0x00
"SPI","disable",0.053839563,0.000000063,,
"SPI","enable",0.053881062,0.000000063,,
"SPI","result",0.053972688,0.0000075,0x01,0x00
"SPI","result",0.054116687,0.000007562,0x00,0x04
"SPI","disable",0.054443062,0.000000063,,
"SPI","enable",0.054476187,0.000000063,,
"SPI","result",0.054562813,0.0000075,0x81,0x00
"SPI","result",0.054715188,0.000007562,0x10,0x04
"SPI","disable",0.054827125,0.000000063,,
"SPI","enable",0.05488275,0.000000063,,
"SPI","result",0.054964687,0.000007562,0x27,0x00
"SPI","result",0.055116688,0.000007562,0x00,0xD8
"SPI","disable",0.055429312,0.000000063,,
"SPI","enable",0.055589812,0.000000063,,
"SPI","result",0.055666875,0.000007562,0x28,0x00
"SPI","result",0.055807562,0.000007562,0x00,0x00
"SPI","disable",0.056444313,0.000000063,,
"SPI","enable",0.056541625,0.000000063,,
"SPI","result",0.056614375,0.000007563,0x28,0x00
"SPI","result",0.05676025,0.000007562,0x00,0x00
"SPI","disable",0.057404438,0.000000062,,
"SPI","enable",0.0574575,0.000000063,,
"SPI","result",0.0575435,0.000007562,0x28,0x00
"SPI","result",0.057686812,0.000007562,0x00,0x00
"SPI","disable",0.058448062,0.000000063,,
"SPI","enable",0.058485563,0.000000063,,
"SPI","result",0.058565188,0.000007562,0x28,0x00
"SPI","result",0.058715813,0.000007562,0x00,0x00
"SPI","disable",0.059431312,0.000000063,,
"SPI","enable",0.059465312,0.000000063,,
"SPI","result",0.059559125,0.000007562,0x28,0x00
"SPI","result",0.059703625,0.0000075,0x00,0x00
"SPI","disable",0.06043175,0.000000063,,
"SPI","enable",0.06048325,0.000000063,,
"SPI","result",0.060562062,0.000007562,0x28,0x00
"SPI","result",0.060763062,0.000007563,0x00,0x00
"SPI","disable",0.061425313,0.000000063,,
"SPI","enable",0.061465625,0.000000063,,
"SPI","result",0.061552375,0.000007563,0x28,0x00
"SPI","result",0.061693937,0.000007562,0x00,0x00
"SPI","disable",0.062406,0.000000063,,
"SPI","enable",0.062443375,0.000000063,,
"SPI","result",0.062531625,0.000007563,0x28,0x00
"SPI","result",0.062681875,0.000007563,0x00,0x00
"SPI","disable",0.0634885,0.000000063,,
"SPI","enable",0.063531313,0.000000063,,
"SPI","result",0.063617687,0.000007562,0x28,0x00
"SPI","result",0.063770687,0.000007563,0x00,0x00
"SPI","disable",0.0644075,0.000000063,,
"SPI","enable",0.064450563,0.000000062,,
"SPI","result",0.064527688,0.000007562,0x28,0x00
"SPI","result",0.064716625,0.000007562,0x00,0x00
"SPI","disable",0.065425875,0.000000063,,
"SPI","enable",0.065479,0.000000063,,
"SPI","result",0.065558875,0.000007562,0x28,0x00
"SPI","result",0.065709687,0.000007562,0x00,0x00
"SPI","disable",0.066414438,0.000000063,,
"SPI","enable",0.066466313,0.000000062,,
"SPI","result",0.06657525,0.000007562,0x28,0x00
"SPI","result",0.066716187,0.000007563,0x00,0x00
"SPI","disable",0.067471188,0.000000062,,
"SPI","enable",0.067504937,0.000000063,,
"SPI","result",0.067602938,0.000007562,0x28,0x00
"SPI","result",0.067739312,0.000007563,0x00,0x00
"SPI","disable",0.068426438,0.000000063,,
"SPI","enable",0.068465875,0.000000062,,
"SPI","result",0.068555625,0.000007562,0x28,0x00
"SPI","result",0.068698875,0.000007562,0x00,0x00
